timestamp,cpu_utilization,gpu0_utilization
2024-02-29 06:22:30,2.3,0.0
2024-02-29 06:22:32,2.6,40.0
2024-02-29 06:22:34,2.6,35.0
2024-02-29 06:22:36,2.4,46.0
2024-02-29 06:22:39,2.6,16.0
2024-02-29 06:22:42,3.8,16.0
2024-02-29 06:22:44,4.1,16.0
2024-02-29 06:22:46,3.3,57.99999999999999
2024-02-29 06:22:48,3.3,17.0
2024-02-29 06:22:50,3.5,44.0
2024-02-29 06:22:53,3.2,48.0
2024-02-29 06:22:55,3.3,49.0
2024-02-29 06:22:58,3.3,56.99999999999999
2024-02-29 06:23:01,3.1,44.0
2024-02-29 06:23:03,3.7,24.0
2024-02-29 06:23:05,3.2,54.0
2024-02-29 06:23:07,3.3,51.0
2024-02-29 06:23:09,3.6,47.0
2024-02-29 06:23:12,3.2,48.0
2024-02-29 06:23:14,3.2,42.0
2024-02-29 06:23:17,3.3,52.0
2024-02-29 06:23:20,3.0,48.0
2024-02-29 06:23:22,3.9,31.0
2024-02-29 06:23:24,3.2,54.0
2024-02-29 06:23:26,3.3,83.0
2024-02-29 06:23:28,3.7,64.0
2024-02-29 06:23:31,3.2,44.0
2024-02-29 06:23:33,3.3,72.0
2024-02-29 06:23:36,3.3,66.0
2024-02-29 06:23:39,3.3,44.0
2024-02-29 06:23:41,3.8,60.0
2024-02-29 06:23:43,3.5,53.0
2024-02-29 06:23:45,3.3,40.0
2024-02-29 06:23:47,3.8,44.0
2024-02-29 06:23:50,3.3,54.0
2024-02-29 06:23:52,3.3,40.0
2024-02-29 06:23:56,3.3,41.0
2024-02-29 06:23:58,3.2,42.0
2024-02-29 06:24:00,4.0,66.0
2024-02-29 06:24:02,3.4,55.00000000000001
2024-02-29 06:24:04,3.2,50.0
2024-02-29 06:24:07,3.6,48.0
2024-02-29 06:24:09,3.3,44.0
2024-02-29 06:24:11,3.4,46.0
2024-02-29 06:24:15,3.2,49.0
2024-02-29 06:24:17,3.5,54.0
2024-02-29 06:24:19,4.1,60.0
2024-02-29 06:24:21,3.6,50.0
2024-02-29 06:24:23,3.3,66.0
2024-02-29 06:24:26,3.8,48.0
