timestamp,cpu_utilization,gpu0_utilization
2024-02-29 06:24:28,3.5,66.0
2024-02-29 06:24:30,3.2,73.0
2024-02-29 06:24:32,3.7,61.0
2024-02-29 06:24:35,3.1,46.0
2024-02-29 06:24:37,3.3,55.00000000000001
2024-02-29 06:24:40,3.2,83.0
2024-02-29 06:24:43,3.0,57.99999999999999
2024-02-29 06:24:45,3.9,53.0
2024-02-29 06:24:47,3.2,37.0
2024-02-29 06:24:49,3.2,47.0
2024-02-29 06:24:53,3.3,64.0
2024-02-29 06:24:55,3.1,55.00000000000001
2024-02-29 06:24:57,4.0,48.0
2024-02-29 06:24:59,3.4,51.0
2024-02-29 06:25:02,3.5,82.0
2024-02-29 06:25:04,3.7,38.0
2024-02-29 06:25:06,3.3,42.0
2024-02-29 06:25:08,3.3,49.0
2024-02-29 06:25:12,3.4,41.0
2024-02-29 06:25:14,3.4,42.0
2024-02-29 06:25:16,3.9,56.00000000000001
2024-02-29 06:25:18,3.3,50.0
2024-02-29 06:25:21,3.4,50.0
2024-02-29 06:25:23,4.2,55.00000000000001
2024-02-29 06:25:25,3.4,56.99999999999999
2024-02-29 06:25:27,3.3,57.99999999999999
2024-02-29 06:25:31,3.3,64.0
2024-02-29 06:25:33,3.4,55.00000000000001
2024-02-29 06:25:35,4.1,65.0
2024-02-29 06:25:37,3.4,20.0
2024-02-29 06:25:40,3.3,36.0
2024-02-29 06:25:42,3.5,38.0
2024-02-29 06:25:44,3.3,46.0
2024-02-29 06:25:46,3.1,53.0
2024-02-29 06:25:48,3.9,56.00000000000001
2024-02-29 06:25:51,3.1,54.0
2024-02-29 06:25:53,3.6,47.0
2024-02-29 06:25:56,3.1,43.0
2024-02-29 06:25:59,3.3,56.00000000000001
2024-02-29 06:26:01,4.2,49.0
2024-02-29 06:26:03,3.5,56.99999999999999
2024-02-29 06:26:05,3.1,54.0
2024-02-29 06:26:08,3.6,63.0
2024-02-29 06:26:10,3.3,50.0
2024-02-29 06:26:12,3.4,57.99999999999999
2024-02-29 06:26:16,3.2,57.99999999999999
2024-02-29 06:26:18,3.4,46.0
2024-02-29 06:26:20,4.1,63.0
2024-02-29 06:26:22,3.2,46.0
2024-02-29 06:26:24,2.9,0.0
2024-02-29 06:26:27,2.9,0.0
2024-02-29 06:26:29,2.2,0.0
2024-02-29 06:26:31,3.2,53.0
2024-02-29 06:26:34,3.0,38.0
2024-02-29 06:26:37,3.3,44.0
2024-02-29 06:26:39,4.0,56.99999999999999
2024-02-29 06:26:41,3.2,64.0
2024-02-29 06:26:43,3.4,61.0
2024-02-29 06:26:46,3.3,18.0
2024-02-29 06:26:48,3.3,48.0
2024-02-29 06:26:50,3.4,42.0
2024-02-29 06:26:53,3.2,48.0
2024-02-29 06:26:56,3.3,53.0
2024-02-29 06:26:58,4.0,44.0
2024-02-29 06:27:00,3.1,54.0
2024-02-29 06:27:02,3.3,57.99999999999999
2024-02-29 06:27:05,3.9,44.0
2024-02-29 06:27:07,3.3,57.99999999999999
2024-02-29 06:27:09,3.3,45.0
2024-02-29 06:27:13,3.3,49.0
2024-02-29 06:27:15,3.2,62.0
2024-02-29 06:27:17,4.1,39.0
2024-02-29 06:27:19,3.4,77.0
2024-02-29 06:27:22,3.2,51.0
2024-02-29 06:27:24,3.8,66.0
2024-02-29 06:27:26,3.1,52.0
2024-02-29 06:27:28,3.3,47.0
2024-02-29 06:27:30,3.4,44.0
2024-02-29 06:27:33,3.3,32.0
2024-02-29 06:27:35,3.4,44.0
2024-02-29 06:27:38,3.2,44.0
2024-02-29 06:27:41,3.1,53.0
2024-02-29 06:27:43,4.2,59.0
2024-02-29 06:27:45,3.5,46.0
2024-02-29 06:27:47,3.4,68.0
2024-02-29 06:27:50,3.8,45.0
2024-02-29 06:27:52,3.2,59.0
2024-02-29 06:27:54,3.2,63.0
2024-02-29 06:27:56,3.6,66.0
2024-02-29 06:27:58,3.2,52.0
2024-02-29 06:28:01,3.4,62.0
2024-02-29 06:28:04,3.2,49.0
2024-02-29 06:28:06,3.2,64.0
2024-02-29 06:28:09,4.0,44.0
2024-02-29 06:28:11,3.0,79.0
2024-02-29 06:28:13,3.4,62.0
2024-02-29 06:28:15,3.9,48.0
2024-02-29 06:28:18,3.2,64.0
2024-02-29 06:28:20,3.3,63.0
2024-02-29 06:28:23,3.4,47.0
2024-02-29 06:28:26,3.4,74.0
2024-02-29 06:28:28,4.3,51.0
2024-02-29 06:28:30,3.5,65.0
2024-02-29 06:28:32,3.3,66.0
2024-02-29 06:28:35,3.9,42.0
2024-02-29 06:28:37,3.5,30.0
2024-02-29 06:28:39,3.1,46.0
2024-02-29 06:28:41,3.8,67.0
2024-02-29 06:28:43,3.3,44.0
2024-02-29 06:28:46,3.2,45.0
2024-02-29 06:28:49,3.2,36.0
2024-02-29 06:28:51,3.2,50.0
2024-02-29 06:28:54,4.0,25.0
2024-02-29 06:28:56,3.2,52.0
2024-02-29 06:28:58,3.3,45.0
2024-02-29 06:29:00,2.4,0.0
2024-02-29 06:29:03,2.5,0.0
2024-02-29 06:29:05,2.3,13.0
2024-02-29 06:29:08,3.3,62.0
2024-02-29 06:29:10,3.0,62.0
2024-02-29 06:29:12,3.7,3.0
2024-02-29 06:29:14,3.3,65.0
2024-02-29 06:29:17,3.2,59.0
2024-02-29 06:29:19,3.4,27.0
2024-02-29 06:29:21,3.3,70.0
2024-02-29 06:29:23,3.4,49.0
2024-02-29 06:29:27,3.4,49.0
2024-02-29 06:29:29,3.3,40.0
2024-02-29 06:29:31,3.9,47.0
2024-02-29 06:29:33,3.3,38.0
2024-02-29 06:29:36,3.3,51.0
2024-02-29 06:29:38,3.7,62.0
2024-02-29 06:29:40,3.1,42.0
2024-02-29 06:29:42,3.6,65.0
2024-02-29 06:29:46,3.3,45.0
2024-02-29 06:29:48,3.5,53.0
2024-02-29 06:29:50,4.0,57.99999999999999
2024-02-29 06:29:53,3.5,68.0
2024-02-29 06:29:55,3.0,22.0
2024-02-29 06:29:57,3.4,66.0
2024-02-29 06:29:59,3.3,19.0
2024-02-29 06:30:01,3.3,60.0
2024-02-29 06:30:05,3.2,40.0
2024-02-29 06:30:07,3.3,56.99999999999999
2024-02-29 06:30:09,3.9,49.0
2024-02-29 06:30:12,3.3,17.0
2024-02-29 06:30:14,3.2,52.0
2024-02-29 06:30:16,3.6,48.0
2024-02-29 06:30:18,3.6,52.0
2024-02-29 06:30:21,3.3,57.99999999999999
2024-02-29 06:30:24,3.2,51.0
2024-02-29 06:30:26,3.1,35.0
2024-02-29 06:30:29,4.2,50.0
2024-02-29 06:30:31,3.2,48.0
2024-02-29 06:30:33,3.3,45.0
2024-02-29 06:30:35,3.7,62.0
2024-02-29 06:30:37,3.3,36.0
2024-02-29 06:30:40,3.1,52.0
2024-02-29 06:30:42,3.8,100.0
2024-02-29 06:30:44,3.3,57.99999999999999
2024-02-29 06:30:46,3.5,44.0
2024-02-29 06:30:50,3.3,37.0
2024-02-29 06:30:52,3.3,53.0
2024-02-29 06:30:54,4.1,50.0
2024-02-29 06:30:57,3.3,57.99999999999999
2024-02-29 06:30:59,3.2,46.0
2024-02-29 06:31:01,3.8,64.0
2024-02-29 06:31:03,3.4,51.0
2024-02-29 06:31:05,3.2,53.0
2024-02-29 06:31:09,3.4,49.0
2024-02-29 06:31:11,3.3,60.0
2024-02-29 06:31:14,4.1,60.0
2024-02-29 06:31:16,3.3,63.0
2024-02-29 06:31:18,3.4,61.0
2024-02-29 06:31:20,3.8,48.0
2024-02-29 06:31:23,3.4,57.99999999999999
2024-02-29 06:31:25,3.2,53.0
2024-02-29 06:31:28,3.4,52.0
2024-02-29 06:31:31,3.3,51.0
2024-02-29 06:31:33,4.4,49.0
2024-02-29 06:31:35,3.8,23.0
2024-02-29 06:31:37,3.3,54.0
2024-02-29 06:31:39,3.3,0.0
2024-02-29 06:31:42,2.3,0.0
2024-02-29 06:31:44,2.3,0.0
2024-02-29 06:31:46,2.2,0.0
2024-02-29 06:31:48,2.5,0.0
2024-02-29 06:31:50,3.5,0.0
2024-02-29 06:31:53,3.1,0.0
2024-02-29 06:31:56,2.9,0.0
2024-02-29 06:31:58,3.5,0.0
2024-02-29 06:32:00,3.9,0.0
2024-02-29 06:32:02,3.8,0.0
2024-02-29 06:32:06,2.2,0.0
2024-02-29 06:32:08,2.1,0.0
2024-02-29 06:32:10,2.1,0.0
2024-02-29 06:32:12,1.9,1.0
2024-02-29 06:32:16,0.6,0.0
2024-02-29 06:32:18,0.1,0.0
2024-02-29 06:32:20,0.0,0.0
2024-02-29 06:32:23,0.7,0.0
